user,intent_num
특별한 쿠폰 이벤트나 추가 할인 행사 있나요?,43
최근 시작한 새로운 이벤트가 있다면 알려주세요.,43
기존 고객 대상의 특별 혜택도 있나요?,43
멤버십 관련 이벤트도 진행 중인지 궁금합니다.,43
특정 요일이나 시간대에만 적용되는 이벤트 있나요?,43
생일이나 기념일 혜택도 포함된 이벤트가 있나요?,43
특정 제품 구매 시 추가 혜택 같은 프로모션 있나요?,43
시즌 한정 이벤트가 있는지 확인하고 싶어요.,43
친구 추천 이벤트나 그룹 할인 행사 같은 것도 하나요?,43
SNS로 참여할 수 있는 이벤트도 진행 중인가요?,43
특정 결제 수단으로 할인을 받을 수 있는 행사 있나요?,43
멤버 전용으로 제공되는 이벤트나 프로모션이 궁금해요.,43
또 다른 이벤트는 없어?,43
추가적으로 참여할 수 있는 이벤트가 있나요?,43
새로운 이벤트 소식이 있나요?,43
이번 달에만 진행되는 특별 이벤트도 있나요?,43
멤버십과 쿠폰에 대해서 더 자세히 알고 싶어요,40
쿠폰에 대해서 자세히 알려줄래?,40
멤버십에 대해서 자세히 알려줘,40
멤버십에 대해 더 많이 알고 싶어,40
쿠폰에 대해 더 많이 알고 싶어,40
멤버십과 쿠폰에 대해서 더 알려줘,40
쿠폰에 대한 추가 안내가 있니?,40
멤버십에 대해 더 알려줄래?,40
멤버십에 대해서 더 자세히 알려줘,40
쿠폰에 대해서 더 자세히 알려줄 수 있니?,40
